,target,target_country,source,source_country,fee,fee_cleaned,season,transfer_period
1940,VfL Wolfsburg,Germany,1.FC Nuremberg,Germany,"End of loanJun 30, 2018",,2018/2019,Summer
1941,Fortuna Düsseldorf,Germany,VfB Stuttgart,Germany,€900Th.,0.9,2018/2019,Summer
1942,Fortuna Düsseldorf,Germany,Eintracht Frankfurt,Germany,Loan fee:€800Th.,0.8,2018/2019,Summer
1943,Fortuna Düsseldorf,Germany,Watford FC,England,Loan fee:€300Th.,0.3,2018/2019,Summer
1944,Fortuna Düsseldorf,Germany,VfB Stuttgart,Germany,free transfer,0.0,2018/2019,Summer
1945,Fortuna Düsseldorf,Germany,Hannover 96,Germany,free transfer,0.0,2018/2019,Summer
1946,Fortuna Düsseldorf,Germany,FC Girondins Bordeaux,France,free transfer,0.0,2018/2019,Summer
1947,Fortuna Düsseldorf,Germany,FC Augsburg,Germany,loan transfer,,2018/2019,Summer
1948,Fortuna Düsseldorf,Germany,VfB Stuttgart,Germany,loan transfer,,2018/2019,Summer
1949,1.FC Nuremberg,Germany,Sporting CP,Portugal,Loan fee:€500Th.,0.5,2018/2019,Summer
1950,1.FC Nuremberg,Germany,SV Werder Bremen,Germany,Loan fee:€200Th.,0.2,2018/2019,Summer
1951,1.FC Nuremberg,Germany,SC Freiburg,Germany,free transfer,0.0,2018/2019,Summer
1952,FC Schalke 04,Germany,VfL Wolfsburg,Germany,loan transfer,,2018/2019,Winter
1953,Borussia Dortmund,Germany,Chelsea FC,England,loan transfer,,2018/2019,Winter
1954,VfB Stuttgart,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€600Th.,0.6,2018/2019,Winter
1955,VfB Stuttgart,Germany,Hertha BSC,Germany,Loan fee:€400Th.,0.4,2018/2019,Winter
1956,Eintracht Frankfurt,Germany,FC Augsburg,Germany,Loan fee:€800Th.,0.8,2018/2019,Winter
1957,Eintracht Frankfurt,Germany,AS Monaco,France,€750Th.,0.75,2018/2019,Winter
1958,Eintracht Frankfurt,Germany,Borussia Dortmund,Germany,loan transfer,,2018/2019,Winter
1959,FC Augsburg,Germany,West Ham United,England,Loan fee:€500Th.,0.5,2018/2019,Winter
1960,FC Augsburg,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€150Th.,0.15,2018/2019,Winter
1961,Hannover 96,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€220Th.,0.22,2018/2019,Winter
1962,Hannover 96,Germany,Eintracht Frankfurt,Germany,Loan fee:€200Th.,0.2,2018/2019,Winter
1963,SC Freiburg,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€600Th.,0.6,2018/2019,Winter
1964,VfL Wolfsburg,Germany,FC Porto,Portugal,"End of loanJan 6, 2019",,2018/2019,Winter
1965,Fortuna Düsseldorf,Germany,UC Sampdoria,Italy,Loan fee:€1.25m,1.25,2018/2019,Winter
1966,Fortuna Düsseldorf,Germany,SV Werder Bremen,Germany,free transfer,0.0,2018/2019,Winter
1967,Fortuna Düsseldorf,Germany,Brighton & Hove Albion,England,loan transfer,,2018/2019,Winter
1968,Bayern Munich,Germany,Atlético de Madrid,Spain,€80.00m,80.0,2019/2020,Summer
1969,Bayern Munich,Germany,FC Barcelona,Spain,Loan fee:€8.50m,8.5,2019/2020,Summer
1970,Bayern Munich,Germany,Borussia Mönchengladbach,Germany,€8.00m,8.0,2019/2020,Summer
1971,Bayern Munich,Germany,Inter Milan,Italy,Loan fee:€5.00m,5.0,2019/2020,Summer
1972,Bayern Munich,Germany,SV Werder Bremen,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
1973,Borussia Dortmund,Germany,Bayern Munich,Germany,€30.50m,30.5,2019/2020,Summer
1974,Borussia Dortmund,Germany,Borussia Mönchengladbach,Germany,€25.50m,25.5,2019/2020,Summer
1975,Borussia Dortmund,Germany,TSG 1899 Hoffenheim,Germany,€25.50m,25.5,2019/2020,Summer
1976,Borussia Dortmund,Germany,Bayer 04 Leverkusen,Germany,€25.00m,25.0,2019/2020,Summer
1977,Borussia Dortmund,Germany,FC Barcelona,Spain,€21.00m,21.0,2019/2020,Summer
1978,Borussia Dortmund,Germany,Eintracht Frankfurt,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
1979,Borussia Dortmund,Germany,Norwich City,England,"End of loanJun 30, 2019",,2019/2020,Summer
1980,RB Leipzig,Germany,Everton FC,England,€18.00m,18.0,2019/2020,Summer
1981,RB Leipzig,Germany,Paris Saint-Germain,France,€13.00m,13.0,2019/2020,Summer
1982,RB Leipzig,Germany,AS Roma,Italy,Loan fee:€3.50m,3.5,2019/2020,Summer
1983,RB Leipzig,Germany,Chelsea FC,England,Loan fee:€650Th.,0.65,2019/2020,Summer
1984,Bayer 04 Leverkusen,Germany,TSG 1899 Hoffenheim,Germany,€32.00m,32.0,2019/2020,Summer
1985,Bayer 04 Leverkusen,Germany,Paris Saint-Germain,France,€15.00m,15.0,2019/2020,Summer
1986,Bayer 04 Leverkusen,Germany,TSG 1899 Hoffenheim,Germany,€9.00m,9.0,2019/2020,Summer
1987,Bayer 04 Leverkusen,Germany,Ajax Amsterdam,Netherlands,€5.00m,5.0,2019/2020,Summer
1988,Borussia Mönchengladbach,Germany,FC Schalke 04,Germany,€11.00m,11.0,2019/2020,Summer
1989,Borussia Mönchengladbach,Germany,Stade Rennais FC,France,€8.00m,8.0,2019/2020,Summer
1990,VfL Wolfsburg,Germany,Manchester City,England,loan transfer,,2019/2020,Summer
1991,VfL Wolfsburg,Germany,FC Schalke 04,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
1992,VfL Wolfsburg,Germany,FC Utrecht,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
1993,Eintracht Frankfurt,Germany,SL Benfica,Portugal,€22.34m,22.34,2019/2020,Summer
1994,Eintracht Frankfurt,Germany,FC Augsburg,Germany,€9.00m,9.0,2019/2020,Summer
1995,Eintracht Frankfurt,Germany,Bayer 04 Leverkusen,Germany,€8.50m,8.5,2019/2020,Summer
1996,Eintracht Frankfurt,Germany,Sporting CP,Portugal,€7.00m,7.0,2019/2020,Summer
1997,Eintracht Frankfurt,Germany,Paris Saint-Germain,France,€7.00m,7.0,2019/2020,Summer
1998,Eintracht Frankfurt,Germany,Borussia Dortmund,Germany,€4.00m,4.0,2019/2020,Summer
1999,Eintracht Frankfurt,Germany,AC Milan,Italy,loan transfer,,2019/2020,Summer
2000,SV Werder Bremen,Germany,Bayern Munich,Germany,€3.50m,3.5,2019/2020,Summer
2001,SV Werder Bremen,Germany,Borussia Dortmund,Germany,Loan fee:€1.00m,1.0,2019/2020,Summer
2002,SV Werder Bremen,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€600Th.,0.6,2019/2020,Summer
2003,SV Werder Bremen,Germany,Borussia Mönchengladbach,Germany,Loan fee:€600Th.,0.6,2019/2020,Summer
2004,SV Werder Bremen,Germany,FC Schalke 04,Germany,free transfer,0.0,2019/2020,Summer
2005,TSG 1899 Hoffenheim,Germany,FC Schalke 04,Germany,Loan fee:€850Th.,0.85,2019/2020,Summer
2006,TSG 1899 Hoffenheim,Germany,FC Augsburg,Germany,free transfer,0.0,2019/2020,Summer
2007,TSG 1899 Hoffenheim,Germany,Brighton & Hove Albion,England,loan transfer,,2019/2020,Summer
2008,TSG 1899 Hoffenheim,Germany,1.FC Union Berlin,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
2009,TSG 1899 Hoffenheim,Germany,FC Augsburg,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
2010,TSG 1899 Hoffenheim,Germany,SC Freiburg,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
2011,Fortuna Düsseldorf,Germany,FC Schalke 04,Germany,Loan fee:€500Th.,0.5,2019/2020,Summer
2012,Fortuna Düsseldorf,Germany,Brighton & Hove Albion,England,free transfer,0.0,2019/2020,Summer
2013,Fortuna Düsseldorf,Germany,Chelsea FC,England,loan transfer,,2019/2020,Summer
2014,Fortuna Düsseldorf,Germany,TSG 1899 Hoffenheim,Germany,loan transfer,,2019/2020,Summer
2015,Fortuna Düsseldorf,Germany,Manchester City,England,loan transfer,,2019/2020,Summer
2016,Hertha BSC,Germany,Watford FC,England,€20.00m,20.0,2019/2020,Summer
2017,Hertha BSC,Germany,Borussia Dortmund,Germany,Loan fee:€2.00m,2.0,2019/2020,Summer
2018,Hertha BSC,Germany,Liverpool FC,England,Loan fee:€2.00m,2.0,2019/2020,Summer
2019,1.FSV Mainz 05,Germany,Feyenoord Rotterdam,Netherlands,€8.00m,8.0,2019/2020,Summer
2020,1.FSV Mainz 05,Germany,West Ham United,England,€7.50m,7.5,2019/2020,Summer
2021,1.FSV Mainz 05,Germany,RCD Espanyol Barcelona,Spain,€6.00m,6.0,2019/2020,Summer
2022,1.FSV Mainz 05,Germany,AS Monaco,France,€5.50m,5.5,2019/2020,Summer
2023,1.FSV Mainz 05,Germany,Liverpool FC,England,Loan fee:€500Th.,0.5,2019/2020,Summer
2024,1.FSV Mainz 05,Germany,TSG 1899 Hoffenheim,Germany,free transfer,0.0,2019/2020,Summer
2025,1.FSV Mainz 05,Germany,FC Augsburg,Germany,free transfer,0.0,2019/2020,Summer
2026,1.FSV Mainz 05,Germany,Fortuna Sittard,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
2027,SC Freiburg,Germany,TSG 1899 Hoffenheim,Germany,€7.00m,7.0,2019/2020,Summer
2028,SC Freiburg,Germany,FC Augsburg,Germany,€4.00m,4.0,2019/2020,Summer
2029,SC Freiburg,Germany,VfL Wolfsburg,Germany,€2.50m,2.5,2019/2020,Summer
2030,SC Freiburg,Germany,Dijon FCO,France,€2.00m,2.0,2019/2020,Summer
2031,FC Schalke 04,Germany,Fortuna Düsseldorf,Germany,€10.00m,10.0,2019/2020,Summer
2032,FC Schalke 04,Germany,SC Paderborn 07,Germany,€2.50m,2.5,2019/2020,Summer
2033,FC Schalke 04,Germany,FC Barcelona,Spain,loan transfer,,2019/2020,Summer
2034,FC Schalke 04,Germany,Everton FC,England,loan transfer,,2019/2020,Summer
2035,FC Augsburg,Germany,Stade Rennais FC,France,€7.50m,7.5,2019/2020,Summer
2036,FC Augsburg,Germany,SC Freiburg,Germany,€2.50m,2.5,2019/2020,Summer
2037,FC Augsburg,Germany,West Ham United,England,€2.00m,2.0,2019/2020,Summer
2038,FC Augsburg,Germany,VfL Wolfsburg,Germany,Loan fee:€1.50m,1.5,2019/2020,Summer
2039,FC Augsburg,Germany,1.FC Union Berlin,Germany,€1.00m,1.0,2019/2020,Summer
2040,FC Augsburg,Germany,Arsenal FC,England,free transfer,0.0,2019/2020,Summer
2041,FC Augsburg,Germany,Bayer 04 Leverkusen,Germany,loan transfer,,2019/2020,Summer
2042,FC Augsburg,Germany,Eintracht Frankfurt,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
2043,FC Augsburg,Germany,Fortuna Düsseldorf,Germany,"End of loanJun 30, 2019",,2019/2020,Summer
2044,1. FC Köln,Germany,Montpellier HSC,France,€6.00m,6.0,2019/2020,Summer
2045,1. FC Köln,Germany,PEC Zwolle,Netherlands,€2.00m,2.0,2019/2020,Summer
2046,1. FC Köln,Germany,RB Leipzig,Germany,free transfer,0.0,2019/2020,Summer
2047,1. FC Köln,Germany,Amiens SC,France,"End of loanJun 30, 2019",,2019/2020,Summer
2048,1. FC Köln,Germany,FC Groningen,Netherlands,"End of loanJun 30, 2019",,2019/2020,Summer
2049,SC Paderborn 07,Germany,1.FSV Mainz 05,Germany,?,,2019/2020,Summer
2050,SC Paderborn 07,Germany,1.FSV Mainz 05,Germany,loan transfer,,2019/2020,Summer
2051,SC Paderborn 07,Germany,FC Metz,France,loan transfer,,2019/2020,Summer
2052,1.FC Union Berlin,Germany,FC Augsburg,Germany,€2.50m,2.5,2019/2020,Summer
2053,1.FC Union Berlin,Germany,1.FSV Mainz 05,Germany,€2.00m,2.0,2019/2020,Summer
2054,1.FC Union Berlin,Germany,Hertha BSC,Germany,free transfer,0.0,2019/2020,Summer
2055,1.FC Union Berlin,Germany,AS Saint-Étienne,France,free transfer,0.0,2019/2020,Summer
2056,1.FC Union Berlin,Germany,ADO Den Haag,Netherlands,free transfer,0.0,2019/2020,Summer
2057,1.FC Union Berlin,Germany,Borussia Mönchengladbach,Germany,loan transfer,,2019/2020,Summer
2058,1.FC Union Berlin,Germany,SC Freiburg,Germany,loan transfer,,2019/2020,Summer
2059,Bayern Munich,Germany,Real Madrid,Spain,loan transfer,,2019/2020,Winter
2060,Borussia Dortmund,Germany,Juventus FC,Italy,Loan fee:€1.00m,1.0,2019/2020,Winter
2061,RB Leipzig,Germany,Manchester City,England,Loan fee:€2.00m,2.0,2019/2020,Winter
2062,RB Leipzig,Germany,AS Monaco,France,"End of loanJan 26, 2020",,2019/2020,Winter
2063,Bayer 04 Leverkusen,Germany,Vitória Guimarães SC,Portugal,€20.20m,20.2,2019/2020,Winter
2064,Eintracht Frankfurt,Germany,RB Leipzig,Germany,€500Th.,0.5,2019/2020,Winter
2065,SV Werder Bremen,Germany,Hertha BSC,Germany,Loan fee:€1.00m,1.0,2019/2020,Winter
2066,SV Werder Bremen,Germany,TSG 1899 Hoffenheim,Germany,Loan fee:€750Th.,0.75,2019/2020,Winter
2067,TSG 1899 Hoffenheim,Germany,Sevilla FC,Spain,€12.00m,12.0,2019/2020,Winter
2068,TSG 1899 Hoffenheim,Germany,Borussia Dortmund,Germany,€9.00m,9.0,2019/2020,Winter
2069,Fortuna Düsseldorf,Germany,UC Sampdoria,Italy,€6.75m,6.75,2019/2020,Winter
2070,Fortuna Düsseldorf,Germany,SS Lazio,Italy,Loan fee:€400Th.,0.4,2019/2020,Winter
2071,Fortuna Düsseldorf,Germany,FC Schalke 04,Germany,Loan fee:€200Th.,0.2,2019/2020,Winter
2072,Hertha BSC,Germany,Olympique Lyon,France,€25.00m,25.0,2019/2020,Winter
2073,Hertha BSC,Germany,AC Milan,Italy,€24.00m,24.0,2019/2020,Winter
2074,Hertha BSC,Germany,RB Leipzig,Germany,€18.00m,18.0,2019/2020,Winter
2075,1.FSV Mainz 05,Germany,VfL Wolfsburg,Germany,loan transfer,,2019/2020,Winter
2076,FC Schalke 04,Germany,FC Barcelona,Spain,Loan fee:€1.50m,1.5,2019/2020,Winter
2077,FC Schalke 04,Germany,FC Augsburg,Germany,Loan fee:€500Th.,0.5,2019/2020,Winter
2078,FC Schalke 04,Germany,Norwich City,England,"End of loanMar 9, 2020",,2019/2020,Winter
2079,FC Augsburg,Germany,Hertha BSC,Germany,loan transfer,,2019/2020,Winter
2080,1. FC Köln,Germany,FC Schalke 04,Germany,loan transfer,,2019/2020,Winter
2081,1. FC Köln,Germany,VfL Wolfsburg,Germany,loan transfer,,2019/2020,Winter
2082,SC Paderborn 07,Germany,Norwich City,England,€200Th.,0.2,2019/2020,Winter
2083,SC Paderborn 07,Germany,Hertha BSC,Germany,loan transfer,,2019/2020,Winter
2084,1.FC Union Berlin,Germany,VfL Wolfsburg,Germany,loan transfer,,2019/2020,Winter
2085,Bayern Munich,Germany,Manchester City,England,€60.00m,60.0,2020/2021,Summer
2086,Bayern Munich,Germany,Olympique Marseille,France,€8.00m,8.0,2020/2021,Summer
2087,Bayern Munich,Germany,Juventus FC,Italy,Loan fee:€250Th.,0.25,2020/2021,Summer
2088,Bayern Munich,Germany,FC Schalke 04,Germany,free transfer,0.0,2020/2021,Summer
2089,Bayern Munich,Germany,Paris Saint-Germain,France,free transfer,0.0,2020/2021,Summer
2090,Bayern Munich,Germany,Paris Saint-Germain,France,free transfer,0.0,2020/2021,Summer
2091,Bayern Munich,Germany,SL Benfica,Portugal,loan transfer,,2020/2021,Summer
2092,Borussia Dortmund,Germany,Juventus FC,Italy,€25.00m,25.0,2020/2021,Summer
2093,Borussia Dortmund,Germany,Paris Saint-Germain,France,free transfer,0.0,2020/2021,Summer
2094,Borussia Dortmund,Germany,Real Madrid,Spain,loan transfer,,2020/2021,Summer
2095,Borussia Dortmund,Germany,Hertha BSC,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2096,Borussia Dortmund,Germany,SV Werder Bremen,Germany,"End of loanJul 7, 2020",,2020/2021,Summer
2097,Borussia Dortmund,Germany,Spartak Moscow,Russia,"End of loanJun 30, 2020",,2020/2021,Summer
2098,Borussia Dortmund,Germany,Fortuna Sittard,Netherlands,"End of loanJun 30, 2020",,2020/2021,Summer
2099,RB Leipzig,Germany,Crystal Palace,England,€20.00m,20.0,2020/2021,Summer
2100,RB Leipzig,Germany,AS Roma,Italy,Loan fee:€1.00m,1.0,2020/2021,Summer
2101,RB Leipzig,Germany,AS Monaco,France,loan transfer,,2020/2021,Summer
2102,RB Leipzig,Germany,Leeds United,England,"End of loanJun 30, 2020",,2020/2021,Summer
2103,Borussia Mönchengladbach,Germany,RB Leipzig,Germany,Loan fee:€1.50m,1.5,2020/2021,Summer
2104,Borussia Mönchengladbach,Germany,Inter Milan,Italy,Loan fee:€1.20m,1.2,2020/2021,Summer
2105,Borussia Mönchengladbach,Germany,1.FC Union Berlin,Germany,"End of loanAug 14, 2020",,2020/2021,Summer
2106,Borussia Mönchengladbach,Germany,SV Werder Bremen,Germany,"End of loanJul 7, 2020",,2020/2021,Summer
2107,Bayer 04 Leverkusen,Germany,AS Roma,Italy,€26.50m,26.5,2020/2021,Summer
2108,Bayer 04 Leverkusen,Germany,Atlético de Madrid,Spain,Loan fee:€3.00m,3.0,2020/2021,Summer
2109,Bayer 04 Leverkusen,Germany,FC Augsburg,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2110,Bayer 04 Leverkusen,Germany,Sheffield United,England,"End of loanJun 30, 2020",,2020/2021,Summer
2111,TSG 1899 Hoffenheim,Germany,Eintracht Frankfurt,Germany,€3.00m,3.0,2020/2021,Summer
2112,TSG 1899 Hoffenheim,Germany,FC Schalke 04,Germany,loan transfer,,2020/2021,Summer
2113,TSG 1899 Hoffenheim,Germany,Tottenham Hotspur,England,loan transfer,,2020/2021,Summer
2114,TSG 1899 Hoffenheim,Germany,Vitesse Arnhem,Netherlands,"End of loanJun 30, 2020",,2020/2021,Summer
2115,TSG 1899 Hoffenheim,Germany,SV Werder Bremen,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2116,TSG 1899 Hoffenheim,Germany,SV Werder Bremen,Germany,"End of loanJul 7, 2020",,2020/2021,Summer
2117,TSG 1899 Hoffenheim,Germany,VfB Stuttgart,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2118,VfL Wolfsburg,Germany,1.FSV Mainz 05,Germany,€10.00m,10.0,2020/2021,Summer
2119,VfL Wolfsburg,Germany,Dinamo Moscow,Russia,Loan fee:€2.00m,2.0,2020/2021,Summer
2120,VfL Wolfsburg,Germany,1.FSV Mainz 05,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2121,VfL Wolfsburg,Germany,1.FC Union Berlin,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2122,VfL Wolfsburg,Germany,VVV-Venlo,Netherlands,"End of loanJun 30, 2020",,2020/2021,Summer
2123,VfL Wolfsburg,Germany,FC Augsburg,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2124,SC Freiburg,Germany,Angers SCO,France,€10.00m,10.0,2020/2021,Summer
2125,SC Freiburg,Germany,Deportivo Alavés,Spain,€3.70m,3.7,2020/2021,Summer
2126,SC Freiburg,Germany,Spartak Moscow,Russia,Loan fee:€450Th.,0.45,2020/2021,Summer
2127,SC Freiburg,Germany,1.FSV Mainz 05,Germany,Loan fee:€200Th.,0.2,2020/2021,Summer
2128,SC Freiburg,Germany,1.FC Union Berlin,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2129,SC Freiburg,Germany,VfB Stuttgart,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2130,Eintracht Frankfurt,Germany,TSG 1899 Hoffenheim,Germany,€3.00m,3.0,2020/2021,Summer
2131,Eintracht Frankfurt,Germany,AC Milan,Italy,€3.00m,3.0,2020/2021,Summer
2132,Eintracht Frankfurt,Germany,Sparta Rotterdam,Netherlands,€2.00m,2.0,2020/2021,Summer
2133,Eintracht Frankfurt,Germany,FC Groningen,Netherlands,€1.00m,1.0,2020/2021,Summer
2134,Eintracht Frankfurt,Germany,SSC Napoli,Italy,Loan fee:€750Th.,0.75,2020/2021,Summer
2135,Eintracht Frankfurt,Germany,FC Schalke 04,Germany,loan transfer,,2020/2021,Summer
2136,Eintracht Frankfurt,Germany,AC Milan,Italy,"End of loanSep 11, 2020",,2020/2021,Summer
2137,Eintracht Frankfurt,Germany,Newcastle United,England,"End of loanJun 30, 2020",,2020/2021,Summer
2138,Hertha BSC,Germany,1. FC Köln,Germany,€15.00m,15.0,2020/2021,Summer
2139,Hertha BSC,Germany,SC Freiburg,Germany,€7.00m,7.0,2020/2021,Summer
2140,Hertha BSC,Germany,FC Groningen,Netherlands,€4.00m,4.0,2020/2021,Summer
2141,Hertha BSC,Germany,Arsenal FC,England,Loan fee:€1.00m,1.0,2020/2021,Summer
2142,Hertha BSC,Germany,FC Groningen,Netherlands,"End of loanJun 30, 2020",,2020/2021,Summer
2143,Hertha BSC,Germany,Olympique Lyon,France,"End of loanJun 30, 2020",,2020/2021,Summer
2144,Hertha BSC,Germany,FC Augsburg,Germany,"End of loanOct 5, 2020",,2020/2021,Summer
2145,1.FC Union Berlin,Germany,FC Augsburg,Germany,free transfer,0.0,2020/2021,Summer
2146,1.FC Union Berlin,Germany,FC Schalke 04,Germany,free transfer,0.0,2020/2021,Summer
2147,1.FC Union Berlin,Germany,VfL Wolfsburg,Germany,free transfer,0.0,2020/2021,Summer
2148,1.FC Union Berlin,Germany,Bayer 04 Leverkusen,Germany,loan transfer,,2020/2021,Summer
2149,1.FC Union Berlin,Germany,Liverpool FC,England,loan transfer,,2020/2021,Summer
2150,1.FC Union Berlin,Germany,Liverpool FC,England,loan transfer,,2020/2021,Summer
2151,1.FC Union Berlin,Germany,SC Freiburg,Germany,loan transfer,,2020/2021,Summer
2152,FC Schalke 04,Germany,Eintracht Frankfurt,Germany,Loan fee:€2.00m,2.0,2020/2021,Summer
2153,FC Schalke 04,Germany,Hertha BSC,Germany,free transfer,0.0,2020/2021,Summer
2154,FC Schalke 04,Germany,Eintracht Frankfurt,Germany,loan transfer,,2020/2021,Summer
2155,FC Schalke 04,Germany,TSG 1899 Hoffenheim,Germany,"End of loanJun 30, 2020",,2020/2021,Summer
2156,FC Schalke 04,Germany,SD Huesca,Spain,"End of loanJul 21, 2020",,2020/2021,Summer
